picada,placa,codigo,comum,cap,dap,cc,hc,qf,g,volume,cientifico,familia,obs,categoria,coordx,coordy
87,1829,322,Jutaí,259,82.44,85,16,1,0.5338,5.9787,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Explorável,588926.945,8892127.278
87,1830,267,Imbirindiba,179,56.98,55,14,1,0.255,2.4987,"Terminalia oblonga (Ruiz & Pav,) Steud,",Combretaceae,,Rara,588929.4,8892117.113
87,1831,160,Caucho,145,46.15,45,11,1,0.1673,1.2883,"Castilla ulei Warb,",Moraceae,,Corte futuro,588992.833,8892128.338
87,1832,255,Garapeira,207,65.89,65,15,1,0.341,3.5803,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,589108.721,8892113.585
87,1833,571,Castanharana branca,179,56.98,55,15,2,0.255,2.6772,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Porta Semente,589084.946,8892042.75
87,1834,168,Cedro rosa,179,56.98,55,10,2,0.255,1.7848,"Cedrela odorata L,",Meliaceae,,Porta Semente,589041.515,8892084.741
88,1835,716,Manitê,258,82.12,85,15,1,0.5297,5.5618,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,589046.791,8892108.112
88,1836,716,Manitê,245,77.99,75,15,1,0.4777,5.0155,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588929.086,8892053.154
88,1837,160,Caucho,197,62.71,65,11,1,0.3088,2.378,"Castilla ulei Warb,",Moraceae,,Explorável,588912.944,8892056.159
88,1838,160,Caucho,183,58.25,55,13,2,0.2665,2.4251,"Castilla ulei Warb,",Moraceae,,Explorável,588910.441,8892039.613
88,1839,154,Castanharana vermelha,192,61.12,65,17,1,0.2934,3.4909,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588882.332,8892047.754
88,1840,610,Amarelão,197,62.71,65,17,2,0.3088,3.6751,Aspidosperma williamsii Duarte,Apocynaceae,,Porta Semente,588876.227,8892053.21
88,1841,263,Guaribeiro,203,64.62,65,12,2,0.3279,2.7546,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Porta Semente,588856.304,8892046.771
88,1842,170,Cerejeira,182,57.93,55,15,1,0.2636,2.7677,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,588782.813,8892058.259
88,1843,255,Garapeira,170,54.11,55,14,2,0.23,2.2538,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Porta Semente,588775.569,8892063.662
88,1844,45,Angico,237,75.44,75,15,1,0.447,4.6933,"Parkia nitida Miq,",Mimosaceae,,Explorável,588716.743,8892046.781
89,1845,154,Castanharana vermelha,220,70.03,75,20,1,0.3852,5.3922,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588692.176,8892002.12
89,1846,40,Angelim,257,81.81,85,15,1,0.5256,5.5188,Hymenolobium excelsum Ducke,Fabaceae,,Rara,588714.31,8892009.909
89,1847,322,Jutaí,173,55.07,55,14,1,0.2382,2.334,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Porta Semente,588749.721,8892019.905
89,1848,170,Cerejeira,122,38.83,35,14,1,0.1184,1.1607,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Corte futuro,588774.648,8892025.6
89,1849,168,Cedro rosa,188,59.84,55,16,1,0.2813,3.1501,"Cedrela odorata L,",Meliaceae,,Explorável,588786.341,8892032.207
89,1850,610,Amarelão,174,55.39,55,18,1,0.2409,3.0357,Aspidosperma williamsii Duarte,Apocynaceae,,Explorável,588831.349,8892015.005
89,1851,322,Jutaí,208,66.21,65,15,1,0.3443,3.615,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Porta Semente,588844.383,8892025.725
89,1852,160,Caucho,168,53.48,55,10,2,0.2246,1.5722,"Castilla ulei Warb,",Moraceae,,Porta Semente,588850.479,8892027.582
89,1853,528,Tamarina,159,50.61,55,13,2,0.2012,1.8307,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Porta Semente,588904.316,8892033.288
89,1854,168,Cedro rosa,192,61.12,65,10,1,0.2934,2.0535,"Cedrela odorata L,",Meliaceae,,Explorável,588951.873,8892040.178
89,1855,640,Imbiridiba amarela,183,58.25,55,10,1,0.2665,1.8655,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,588963.617,8892026.7
89,1856,61,Aroeira,151,48.06,45,15,1,0.1814,1.9052,Astronium lecointei Ducke,Anacardiaceae,,Corte futuro,589059.306,8892031.358
90,1857,610,Amarelão,195,62.07,65,17,2,0.3026,3.6009,Aspidosperma williamsii Duarte,Apocynaceae,,Porta Semente,589169.317,8892039.641
90,1858,467,Pinho cuiabano,173,55.07,55,13,1,0.2382,2.1673,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,589166.398,8892037.044
90,1859,516,Sumauma preta,159,50.61,55,13,2,0.2012,1.8307,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Porta Semente,589045.205,8891983.003
90,1860,3,Abiu branco,265,84.35,85,15,1,0.5588,5.8677,Pouteria oppositifolia (Ducke) Baehni,Sapotaceae,,Rara,589045.317,8891983.791
90,1861,160,Caucho,192,61.12,65,12,1,0.2934,2.4642,"Castilla ulei Warb,",Moraceae,,Explorável,589040.367,8891969.28
90,1862,374,Marupá,163,51.88,55,16,1,0.2114,2.368,"Simarouba amara Aubl,",Simaroubaceae,,Porta Semente,588974.901,8891964.418
90,1863,255,Garapeira,195,62.07,65,15,2,0.3026,3.1772,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Porta Semente,588887.458,8891939.739
90,1864,716,Manitê,253,80.53,85,16,1,0.5094,5.7049,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588889.633,8891934.858
90,1865,192,Cumaru ferro,195,62.07,65,15,1,0.3026,3.1772,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Porta Semente,588815.971,8891947.774
90,1866,160,Caucho,183,58.25,55,16,1,0.2665,2.9848,"Castilla ulei Warb,",Moraceae,,Explorável,588808.613,8891955.624
91,1867,154,Castanharana vermelha,179,56.98,55,17,1,0.255,3.0342,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588714.735,8891917.697
91,1868,170,Cerejeira,193,61.43,65,16,1,0.2964,3.3199,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,588713.849,8891923.214
91,1869,610,Amarelão,160,50.93,55,15,1,0.2037,2.139,Aspidosperma williamsii Duarte,Apocynaceae,,Explorável,588710.081,8891919.006
91,1870,182,Copaíba,368,117.14,115,14,1,1.0777,10.5612,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,588728.227,8891916.422
91,1871,516,Sumauma preta,257,81.81,85,16,2,0.5256,5.8867,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588745.776,8891906.184
91,1872,154,Castanharana vermelha,243,77.35,75,15,1,0.4699,4.9339,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588743.775,8891914.707
91,1873,255,Garapeira,236,75.12,75,14,1,0.4432,4.3435,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588768.241,8891893.135
91,1874,255,Garapeira,198,63.03,65,14,2,0.312,3.0574,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Porta Semente,588816.183,8891892.442
91,1875,160,Caucho,220,70.03,75,11,1,0.3852,2.9657,"Castilla ulei Warb,",Moraceae,,Explorável,588842.832,8891903.155
91,1876,168,Cedro rosa,158,50.29,55,12,1,0.1987,1.6687,"Cedrela odorata L,",Meliaceae,,Porta Semente,588863.356,8891903.856
91,1877,610,Amarelão,199,63.34,65,17,2,0.3151,3.7501,Aspidosperma williamsii Duarte,Apocynaceae,,Porta Semente,588974.701,8891920.579
91,1878,160,Caucho,188,59.84,55,11,1,0.2813,2.1657,"Castilla ulei Warb,",Moraceae,,Explorável,589055.504,8891927.47
91,1879,182,Copaíba,276,87.85,85,17,1,0.6062,7.2137,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,589124.295,8891898.763
91,1880,434,Ipê amarelo,168,53.48,55,16,1,0.2246,2.5155,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Explorável,589111.772,8891894.521
92,1881,640,Imbiridiba amarela,184,58.57,55,12,2,0.2694,2.2631,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Porta Semente,589044.383,8891880.739
92,1882,168,Cedro rosa,128,40.74,45,10,1,0.1304,0.9127,"Cedrela odorata L,",Meliaceae,,Corte futuro,588934.06,8891857.071
92,1883,168,Cedro rosa,118,37.56,35,10,1,0.1108,0.7756,"Cedrela odorata L,",Meliaceae,,Corte futuro,588870.097,8891854.458
92,1884,394,Mulateiro,261,83.08,85,16,3,0.5421,6.0714,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,Oco,Porta Semente,588873.668,8891846.061
92,1885,170,Cerejeira,160,50.93,55,15,2,0.2037,2.139,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,588846.32,8891849.669
92,1886,182,Copaíba,346,110.14,115,15,1,0.9527,10.003,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,588838.094,8891832.969
92,1887,255,Garapeira,220,70.03,75,16,1,0.3852,4.3137,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588813.218,8891866.934
92,1888,160,Caucho,185,58.89,55,12,1,0.2724,2.2878,"Castilla ulei Warb,",Moraceae,,Explorável,588803.177,8891870.518
92,1889,170,Cerejeira,193,61.43,65,17,1,0.2964,3.5274,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Explorável,588783.757,8891863.197
92,1890,170,Cerejeira,188,59.84,55,16,1,0.2813,3.1501,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,588738.511,8891869.444
92,1891,170,Cerejeira,187,59.52,55,15,1,0.2783,2.9219,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,588714.175,8891813.31
93,1892,255,Garapeira,199,63.34,65,17,1,0.3151,3.7501,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588726.112,8891792.279
93,1893,64,Açacu,271,86.26,85,14,1,0.5844,5.7274,"Hura crepitans L,",Euphorbiaceae,,Explorável,588748.187,8891807.091
93,1894,75,Bálsamo,158,50.29,55,16,1,0.1987,2.225,"Myroxylon balsamum (L,) Harms",Fabaceae,,Rara,588766.698,8891803.533
93,1895,369,Marfim,147,46.79,45,12,2,0.172,1.4445,Agonandra brasiliensis Miers ex Benth,Opiliaceae,,Rara,588791.052,8891807.829
93,1896,192,Cumaru ferro,243,77.35,75,14,1,0.4699,4.605,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,588834.447,8891825.795
93,1897,716,Manitê,322,102.5,105,16,1,0.8251,9.241,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588873.785,8891807.829
93,1898,716,Manitê,293,93.26,95,14,2,0.6832,6.695,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Porta Semente,588948.132,8891823.18
93,1899,170,Cerejeira,197,62.71,65,16,1,0.3088,3.4589,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Explorável,588959.117,8891811.085
93,1900,516,Sumauma preta,205,65.25,65,10,2,0.3344,2.341,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588988.102,8891830.403
93,1901,263,Guaribeiro,226,71.94,75,18,1,0.4064,5.1213,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,589047.084,8891821.165
93,1902,160,Caucho,182,57.93,55,12,1,0.2636,2.2142,"Castilla ulei Warb,",Moraceae,,Explorável,589136.612,8891831.028
93,1903,168,Cedro rosa,172,54.75,55,16,1,0.2354,2.6367,"Cedrela odorata L,",Meliaceae,,APP,589099.362,8891764.629
94,1904,516,Sumauma preta,181,57.61,55,10,2,0.2607,1.8249,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,589075.018,8891761.158
94,1905,516,Sumauma preta,220,70.03,75,14,2,0.3852,3.7745,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588887.486,8891761.055
94,1906,516,Sumauma preta,188,59.84,55,10,2,0.2813,1.9688,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588801.044,8891743.26
95,1907,394,Mulateiro,182,57.93,55,15,1,0.2636,2.7677,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,Porta Semente,588736.188,8891717.163
95,1908,255,Garapeira,159,50.61,55,17,1,0.2012,2.394,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588755.49,8891691.516
95,1909,263,Guaribeiro,141,44.88,45,13,2,0.1582,1.4397,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Corte futuro,588761.928,8891683.261
95,1910,263,Guaribeiro,263,83.72,85,17,1,0.5504,6.5501,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,588803.176,8891709.889
95,1911,61,Aroeira,204,64.94,65,18,1,0.3312,4.1727,Astronium lecointei Ducke,Anacardiaceae,,Explorável,588814.554,8891719.315
95,1912,577,Marfim roxo,180,57.3,55,10,2,0.2578,1.8048,"Aspidosperma desmanthum Benth, ex M³ll, Arg,",Apocynaceae,,Porta Semente,588969.283,8891742.744
95,1913,516,Sumauma preta,143,45.52,45,11,1,0.1627,1.253,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,589088.04,8891722.06
95,1914,168,Cedro rosa,179,56.98,55,11,2,0.255,1.9633,"Cedrela odorata L,",Meliaceae,,APP,589126.097,8891724.867
95,1915,157,Catuaba,193,61.43,65,14,1,0.2964,2.9049,"Qualea tessmannii Mildbr,",Vochysiaceae,,Porta Semente,589171.594,8891723.402
96,1916,467,Pinho cuiabano,132,42.02,45,14,2,0.1387,1.3588,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Corte futuro,589174.292,8891670.167
96,1917,160,Caucho,203,64.62,65,10,1,0.3279,2.2955,"Castilla ulei Warb,",Moraceae,,APP,589121.227,8891702.163
96,1918,263,Guaribeiro,205,65.25,65,16,1,0.3344,3.7456,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,APP,589121.211,8891702.821
96,1919,528,Tamarina,163,51.88,55,13,1,0.2114,1.924,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,APP,589110.874,8891716.814
96,1920,64,Açacu,189,60.16,65,9,2,0.2843,1.7908,"Hura crepitans L,",Euphorbiaceae,,APP,589052.425,8891688.653
96,1921,467,Pinho cuiabano,187,59.52,55,15,1,0.2783,2.9219,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,588971.987,8891680.547
96,1922,160,Caucho,181,57.61,55,10,2,0.2607,1.8249,"Castilla ulei Warb,",Moraceae,,Explorável,588958.692,8891672.396
96,1923,168,Cedro rosa,146,46.47,45,11,2,0.1696,1.3061,"Cedrela odorata L,",Meliaceae,,Corte futuro,588884.448,8891694.952
96,1924,263,Guaribeiro,239,76.08,75,18,1,0.4546,5.7274,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,588858.278,8891691.912
96,1925,516,Sumauma preta,170,54.11,55,10,3,0.23,1.6099,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Porta Semente,588746.429,8891633.973
96,1926,434,Ipê amarelo,153,48.7,45,15,1,0.1863,1.956,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,588816.394,8891616.062
97,1927,9,Abiurana vermelha,174,55.39,55,13,1,0.2409,2.1925,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Porta Semente,588870.12,8891599.191
97,1928,64,Açacu,326,103.77,105,14,1,0.8457,8.288,"Hura crepitans L,",Euphorbiaceae,,Explorável,588883.697,8891610.196
97,1929,263,Guaribeiro,210,66.85,65,17,2,0.3509,4.1761,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Porta Semente,588890.338,8891606.12
97,1930,61,Aroeira,173,55.07,55,17,1,0.2382,2.8342,Astronium lecointei Ducke,Anacardiaceae,,Explorável,588896.974,8891607.355
97,1931,170,Cerejeira,183,58.25,55,12,2,0.2665,2.2386,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,Porta Semente,588953.225,8891627.115
97,1932,467,Pinho cuiabano,182,57.93,55,15,2,0.2636,2.7677,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Porta Semente,588949.686,8891626.039
97,1933,716,Manitê,297,94.54,95,14,2,0.7019,6.8791,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,APP,588994.44,8891614.223
97,1934,577,Marfim roxo,188,59.84,55,11,2,0.2813,2.1657,"Aspidosperma desmanthum Benth, ex M³ll, Arg,",Apocynaceae,,APP,589030.454,8891623.032
97,1935,64,Açacu,452,143.88,145,15,1,1.6258,17.0709,"Hura crepitans L,",Euphorbiaceae,,APP,589048.973,8891633.747
97,1936,168,Cedro rosa,153,48.7,45,11,2,0.1863,1.4344,"Cedrela odorata L,",Meliaceae,,Corte futuro,589106.443,8891611.426
97,1937,160,Caucho,149,47.43,45,10,2,0.1767,1.2367,"Castilla ulei Warb,",Moraceae,,Corte futuro,589141.926,8891613.776
97,1938,640,Imbiridiba amarela,183,58.25,55,15,2,0.2665,2.7982,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Porta Semente,589140.85,8891616.763
98,1939,307,Jequitibá,204,64.94,65,10,1,0.3312,2.3182,Cariniana micrantha Ducke,Lecythidaceae,,Porta Semente,589188.55,8891585.262
98,1940,168,Cedro rosa,169,53.79,55,14,1,0.2273,2.2274,"Cedrela odorata L,",Meliaceae,,Porta Semente,589116.298,8891573.411
98,1941,516,Sumauma preta,287,91.35,95,13,1,0.6555,5.9648,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,589063.093,8891570.669
98,1942,382,Mogno/Aguano,110,35.01,35,12,1,0.0963,0.8088,Swietenia macrophylla King,Meliaceae,,Proibida,589055.516,8891567.629
98,1943,64,Açacu,462,147.06,145,10,1,1.6985,11.8897,"Hura crepitans L,",Euphorbiaceae,,APP,589046.205,8891576.948
98,1944,64,Açacu,197,62.71,65,12,1,0.3088,2.5942,"Hura crepitans L,",Euphorbiaceae,,APP,589031.856,8891554.425
98,1945,716,Manitê,462,147.06,145,13,1,1.6985,15.4567,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,APP,589015.933,8891560.989
98,1946,434,Ipê amarelo,183,58.25,55,15,2,0.2665,2.7982,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Porta Semente,588973.024,8891576.044
98,1947,263,Guaribeiro,251,79.9,75,18,1,0.5013,6.317,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,588948.572,8891591.712
98,1948,528,Tamarina,164,52.2,55,15,2,0.214,2.2473,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Porta Semente,588878.904,8891570.076
98,1949,64,Açacu,299,95.17,95,15,1,0.7114,7.47,"Hura crepitans L,",Euphorbiaceae,,Explorável,588873.844,8891585.65
98,1950,640,Imbiridiba amarela,428,136.24,135,12,1,1.4577,12.2449,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,588799.985,8891551.595
99,1951,64,Açacu,185,58.89,55,15,1,0.2724,2.8597,"Hura crepitans L,",Euphorbiaceae,,Explorável,588747.653,8891519.285
99,1952,182,Copaíba,299,95.17,95,17,1,0.7114,8.466,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,588771.601,8891511.468
99,1953,64,Açacu,428,136.24,135,13,2,1.4577,13.2654,"Hura crepitans L,",Euphorbiaceae,,Porta Semente,588840.296,8891492.8
99,1954,516,Sumauma preta,273,86.9,85,15,1,0.5931,6.2274,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588839.216,8891490.708
99,1955,160,Caucho,153,48.7,45,10,2,0.1863,1.304,"Castilla ulei Warb,",Moraceae,,Corte futuro,588869.002,8891503.387
99,1956,246,Figueira,183,58.25,55,15,1,0.2665,2.7982,"Ficus maxima Mill,",Moraceae,,Porta Semente,588915.213,8891497.249
99,1957,263,Guaribeiro,207,65.89,65,16,2,0.341,3.819,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,APP,588976.833,8891515.17
99,1958,75,Bálsamo,146,46.47,45,15,1,0.1696,1.7811,"Myroxylon balsamum (L,) Harms",Fabaceae,,APP,589022.41,8891512.62
99,1959,263,Guaribeiro,229,72.89,75,16,1,0.4173,4.6739,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,589190.166,8891540.39
100,1960,382,Mogno/Aguano,188,59.84,55,13,1,0.2813,2.5595,Swietenia macrophylla King,Meliaceae,,Proibida,589227.476,8891530.643
100,1961,577,Marfim roxo,181,57.61,55,10,2,0.2607,1.8249,"Aspidosperma desmanthum Benth, ex M³ll, Arg,",Apocynaceae,,Porta Semente,589193.563,8891487.451
100,1962,160,Caucho,167,53.16,55,13,1,0.2219,2.0196,"Castilla ulei Warb,",Moraceae,,Explorável,589187.896,8891487.697
100,1963,192,Cumaru ferro,265,84.35,85,15,1,0.5588,5.8677,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,589185.175,8891479.853
100,1964,516,Sumauma preta,273,86.9,85,16,2,0.5931,6.6425,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,589157.115,8891473.88
101,1965,192,Cumaru ferro,324,103.13,105,17,1,0.8354,9.9409,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,APP,589159.116,8891454.782
101,1966,61,Aroeira,159,50.61,55,16,1,0.2012,2.2532,Astronium lecointei Ducke,Anacardiaceae,,APP,589152.749,8891461.758
101,1967,640,Imbiridiba amarela,184,58.57,55,14,1,0.2694,2.6403,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,APP,589118.374,8891480.426
101,1968,61,Aroeira,214,68.12,65,17,1,0.3644,4.3368,Astronium lecointei Ducke,Anacardiaceae,,APP,589044.675,8891478.245
101,1969,64,Açacu,378,120.32,125,15,1,1.137,11.9389,"Hura crepitans L,",Euphorbiaceae,,Explorável,589022.171,8891460.394
101,1970,40,Angelim,183,58.25,55,15,2,0.2665,2.7982,Hymenolobium excelsum Ducke,Fabaceae,,Rara,589012.061,8891458.398
101,1971,467,Pinho cuiabano,220,70.03,75,16,1,0.3852,4.3137,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,588969.762,8891482.461
101,1972,263,Guaribeiro,191,60.8,65,16,1,0.2903,3.2514,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,588903.4,8891426.765
101,1973,513,Sumauma branca,295,93.9,95,19,1,0.6925,9.2106,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,Porta Semente,588771.619,8891440.603
101,1974,640,Imbiridiba amarela,185,58.89,55,12,2,0.2724,2.2878,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,588724.087,8891443.463
101,1975,640,Imbiridiba amarela,173,55.07,55,13,2,0.2382,2.1673,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Porta Semente,588697.15,8891431.249
101,1976,716,Manitê,272,86.58,85,16,1,0.5887,6.594,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588573.791,8891418.123
101,1977,61,Aroeira,197,62.71,65,15,1,0.3088,3.2427,Astronium lecointei Ducke,Anacardiaceae,,Explorável,588513.886,8891417.556
101,1978,160,Caucho,198,63.03,65,16,1,0.312,3.4941,"Castilla ulei Warb,",Moraceae,,Explorável,588499.978,8891425.274
101,1979,192,Cumaru ferro,251,79.9,75,14,1,0.5013,4.9132,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,588446.186,8891441.421
101,1980,516,Sumauma preta,283,90.08,95,15,2,0.6373,6.6919,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588317.483,8891417.926
101,1981,160,Caucho,163,51.88,55,10,1,0.2114,1.48,"Castilla ulei Warb,",Moraceae,,Explorável,588401.163,8891377.163
101,1982,255,Garapeira,173,55.07,55,16,1,0.2382,2.6675,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588486.084,8891397.012
101,1983,40,Angelim,159,50.61,55,15,1,0.2012,2.1124,Hymenolobium excelsum Ducke,Fabaceae,,Rara,588582.587,8891386.088
101,1984,640,Imbiridiba amarela,179,56.98,55,16,1,0.255,2.8557,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,588632.312,8891397.005
101,1985,64,Açacu,518,164.88,165,13,1,2.1353,19.4308,"Hura crepitans L,",Euphorbiaceae,,Explorável,588665.379,8891403.263
101,1986,182,Copaíba,383,121.91,125,18,1,1.1673,14.7082,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,588734.681,8891369.588
101,1987,9,Abiurana vermelha,188,59.84,55,13,1,0.2813,2.5595,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Explorável,588785.884,8891398.99
101,1988,348,Maçaranduba,251,79.9,75,12,2,0.5013,4.2113,"Manilkara bidentata (A, DC,) subsp, surinamensis (Miq,) T, D, Penn",Sapotaceae,,Rara,588795.941,8891386.75
101,1989,160,Caucho,157,49.97,45,10,1,0.1962,1.3731,"Castilla ulei Warb,",Moraceae,,Corte futuro,588828.549,8891426.551
101,1990,192,Cumaru ferro,263,83.72,85,18,1,0.5504,6.9354,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,588864.762,8891385.811
101,1991,263,Guaribeiro,226,71.94,75,17,1,0.4064,4.8368,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Explorável,588972.896,8891408.706
101,1992,64,Açacu,283,90.08,95,16,1,0.6373,7.1381,"Hura crepitans L,",Euphorbiaceae,,Explorável,589056.017,8891432.19
101,1993,246,Figueira,184,58.57,55,13,2,0.2694,2.4517,"Ficus maxima Mill,",Moraceae,,APP,589147.757,8891415.513
101,1994,9,Abiurana vermelha,251,79.9,75,14,1,0.5013,4.9132,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,APP,589173.426,8891401.621
101,1995,640,Imbiridiba amarela,193,61.43,65,15,1,0.2964,3.1124,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,589208.635,8891412.155
102,1996,516,Sumauma preta,283,90.08,95,12,2,0.6373,5.3536,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,589222.19,8891369.738
102,1997,64,Açacu,485,154.38,155,16,1,1.8719,20.9648,"Hura crepitans L,",Euphorbiaceae,,APP,589173.088,8891380.277
102,1998,716,Manitê,251,79.9,75,15,1,0.5013,5.2641,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,APP,589182.186,8891363.034
102,1999,160,Caucho,183,58.25,55,18,2,0.2665,3.3579,"Castilla ulei Warb,",Moraceae,,Explorável,589060.484,8891336.364
102,2000,434,Ipê amarelo,250,79.58,75,16,1,0.4974,5.5704,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Explorável,589060.784,8891350.043
