picada,placa,codigo,comum,cap,dap,cc,hc,qf,g,volume,cientifico,familia,obs,categoria,coordx,coordy
29,1067,192,Cumaru ferro,263,83.72,85,17,1,0.5504,6.5501,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,588715.977,8895023.369
29,1068,255,Garapeira,152,48.38,45,17,1,0.1839,2.1879,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Corte futuro,588783.108,8895027.153
29,1069,716,Manitê,259,82.44,85,15,1,0.5338,5.605,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588815.243,8895007.388
29,1070,2,Abiu,314,99.95,95,12,1,0.7846,6.5907,"Pouteria caimito (Ruiz & Pav,) Radlk,",Sapotaceae,,Rara,588897.355,8895009.735
30,1071,160,Caucho,251,79.9,75,16,1,0.5013,5.6151,"Castilla ulei Warb,",Moraceae,,Explorável,588868.84,8894943.528
30,1072,182,Copaíba,306,97.4,95,16,1,0.7451,8.3455,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,588861.687,8894937.604
30,1073,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,Proibida,588548.497,8894942.098
30,1074,64,Açacu,443,141.01,145,16,1,1.5617,17.491,"Hura crepitans L,",Euphorbiaceae,,APP,588446.368,8894918.213
30,1075,64,Açacu,295,93.9,95,12,1,0.6925,5.8172,"Hura crepitans L,",Euphorbiaceae,,APP,588380.012,8894923.177
30,1076,64,Açacu,355,113,115,11,1,1.0029,7.7221,"Hura crepitans L,",Euphorbiaceae,,APP,588357.084,8894924.577
30,1077,516,Sumauma preta,289,91.99,95,17,1,0.6646,7.9092,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,588322.004,8894938.287
30,1078,182,Copaíba,298,94.86,95,18,1,0.7067,8.9042,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,588220.279,8894906.708
30,1079,348,Maçaranduba,160,50.93,55,15,1,0.2037,2.139,"Manilkara bidentata (A, DC,) subsp, surinamensis (Miq,) T, D, Penn",Sapotaceae,,Rara,588206.243,8894899.67
30,1080,64,Açacu,314,99.95,95,13,1,0.7846,7.1399,"Hura crepitans L,",Euphorbiaceae,,Explorável,588069.947,8894913.562
30,1081,536,Tauari,201,63.98,65,16,1,0.3215,3.6008,"Couratari macrosperma A, C, Sm,",Lecythidaceae,,Rara,588065.08,8894910.552
30,1082,160,Caucho,195,62.07,65,17,1,0.3026,3.6009,"Castilla ulei Warb,",Moraceae,,Explorável,588004.623,8894923.424
30,1083,170,Cerejeira,197,62.71,65,10,3,0.3088,2.1618,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,Oco,Porta Semente,587972.804,8894906.671
30,1084,516,Sumauma preta,229,72.89,75,15,1,0.4173,4.3818,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587948.116,8894883.347
30,1085,516,Sumauma preta,201,63.98,65,16,1,0.3215,3.6008,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587872.595,8894904.959
30,1086,640,Imbiridiba amarela,188,59.84,55,17,1,0.2813,3.347,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,587806.508,8894899.818
30,1087,255,Garapeira,251,79.9,75,13,3,0.5013,4.5622,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,Oco,Porta Semente,587790.936,8894903.702
30,1088,45,Angico,204,64.94,65,12,1,0.3312,2.7818,"Parkia nitida Miq,",Mimosaceae,,Porta Semente,587774.785,8894900.034
30,1089,374,Marupá,170,54.11,55,16,1,0.23,2.5758,"Simarouba amara Aubl,",Simaroubaceae,,Porta Semente,587629.832,8894901.025
30,1090,154,Castanharana vermelha,207,65.89,65,17,2,0.341,4.0577,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Porta Semente,587592.23,8894882.496
30,1091,160,Caucho,228,72.57,75,12,1,0.4137,3.4749,"Castilla ulei Warb,",Moraceae,,Explorável,587526.53,8894859.123
30,1092,571,Castanharana branca,235,74.8,75,10,1,0.4395,3.0763,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587519.694,8894873.718
30,1093,516,Sumauma preta,192,61.12,65,11,1,0.2934,2.2588,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587426.527,8894870.125
30,1094,516,Sumauma preta,231,73.53,75,14,2,0.4246,4.1614,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587406.516,8894861.832
30,1095,467,Pinho cuiabano,214,68.12,65,13,1,0.3644,3.3163,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Explorável,587390.2,8894854.67
30,1096,182,Copaíba,160,50.93,55,17,2,0.2037,2.4242,Copaifera multijuga Hayne,Caesalpiniaceae,,Porta Semente,587249.4,8894828.938
30,1097,154,Castanharana vermelha,188,59.84,55,17,1,0.2813,3.347,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587199.435,8894861.192
30,1098,516,Sumauma preta,239,76.08,75,16,1,0.4546,5.091,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,587180.712,8894861.265
30,1099,168,Cedro rosa,150,47.75,45,13,2,0.179,1.6293,"Cedrela odorata L,",Meliaceae,,Corte futuro,587156.9,8894861.647
30,1100,154,Castanharana vermelha,223,70.98,75,17,1,0.3957,4.7092,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587139.863,8894856.155
30,1101,716,Manitê,192,61.12,65,16,1,0.2934,3.2856,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,587122.822,8894845.278
31,1102,168,Cedro rosa,251,79.9,75,14,1,0.5013,4.9132,"Cedrela odorata L,",Meliaceae,,Explorável,587147.844,8894763.62
31,1103,182,Copaíba,225,71.62,75,17,1,0.4029,4.794,Copaifera multijuga Hayne,Caesalpiniaceae,,Porta Semente,587144.746,8894762.84
31,1104,322,Jutaí,210,66.85,65,16,1,0.3509,3.9305,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Explorável,587144.303,8894762.303
31,1105,528,Tamarina,167,53.16,55,12,1,0.2219,1.8642,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Explorável,587143.918,8894762.304
31,1106,61,Aroeira,136,43.29,45,15,1,0.1472,1.5455,Astronium lecointei Ducke,Anacardiaceae,,Corte futuro,587135.824,8894800.527
31,1107,264,Guariúba,135,42.97,45,13,1,0.145,1.3198,"Clarisia racemosa Ruiz & Pav,",Moraceae,,Rara,587145.461,8894796.769
31,1108,304,Jatobá,223,70.98,75,16,1,0.3957,4.4322,"Hymenaea courbaril L,",Caesalpiniaceae,,Rara,587150.65,8894784.3
31,1109,154,Castanharana vermelha,229,72.89,75,17,1,0.4173,4.966,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,587205.485,8894805.957
31,1110,160,Caucho,276,87.85,85,14,1,0.6062,5.9407,"Castilla ulei Warb,",Moraceae,,Explorável,587215.818,8894804.959
31,1111,640,Imbiridiba amarela,220,70.03,75,16,1,0.3852,4.3137,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,587217.864,8894822.703
31,1112,61,Aroeira,206,65.57,65,18,1,0.3377,4.255,Astronium lecointei Ducke,Anacardiaceae,,Explorável,587233.68,8894798.382
31,1113,192,Cumaru ferro,162,51.57,55,14,1,0.2088,2.0467,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Porta Semente,587591.818,8894822.411
31,1114,610,Amarelão,189,60.16,65,16,3,0.2843,3.1837,Aspidosperma williamsii Duarte,Apocynaceae,Oco,Porta Semente,587677.264,8894843.688
31,1115,528,Tamarina,197,62.71,65,13,1,0.3088,2.8104,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,Explorável,587692.932,8894848.951
31,1116,467,Pinho cuiabano,132,42.02,45,15,1,0.1387,1.4559,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Corte futuro,587742.907,8894840.109
31,1117,61,Aroeira,140,44.56,45,17,1,0.156,1.8561,Astronium lecointei Ducke,Anacardiaceae,,Corte futuro,587779.408,8894817.405
31,1118,716,Manitê,314,99.95,95,16,1,0.7846,8.7875,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,587897.182,8894853.071
31,1119,64,Açacu,145,46.15,45,16,1,0.1673,1.8739,"Hura crepitans L,",Euphorbiaceae,,Corte futuro,587948.099,8894834.735
31,1120,571,Castanharana branca,197,62.71,65,17,1,0.3088,3.6751,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,587957.34,8894841.803
31,1121,434,Ipê amarelo,147,46.79,45,17,1,0.172,2.0463,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,588246.605,8894878.264
31,1122,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,Proibida,588419.736,8894877.359
31,1123,192,Cumaru ferro,289,91.99,95,18,1,0.6646,8.3745,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,APP,588446.135,8894868.166
31,1124,61,Aroeira,188,59.84,55,19,1,0.2813,3.7407,Astronium lecointei Ducke,Anacardiaceae,,APP,588444.393,8894865.556
31,1125,467,Pinho cuiabano,173,55.07,55,15,1,0.2382,2.5008,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,APP,588461.099,8894867.137
31,1126,467,Pinho cuiabano,206,65.57,65,13,1,0.3377,3.073,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,APP,588486.419,8894870.829
31,1127,255,Garapeira,223,70.98,75,17,1,0.3957,4.7092,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Explorável,588742.11,8894927.823
31,1128,516,Sumauma preta,182,57.93,55,16,1,0.2636,2.9522,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588846.419,8894926.668
31,1129,610,Amarelão,174,55.39,55,17,1,0.2409,2.8671,Aspidosperma williamsii Duarte,Apocynaceae,,Explorável,588872.772,8894920.839
31,1130,382,Mogno/Aguano,185,58.89,55,15,2,0.2724,2.8597,Swietenia macrophylla King,Meliaceae,,Proibida,588885.715,8894916.571
31,1131,246,Figueira,259,82.44,85,10,3,0.5338,3.7367,"Ficus maxima Mill,",Moraceae,Oco,Porta Semente,588909.508,8894912.018
32,1132,577,Marfim roxo,173,55.07,55,12,2,0.2382,2.0006,"Aspidosperma desmanthum Benth, ex M³ll, Arg,",Apocynaceae,,Porta Semente,588844.925,8894864.408
32,1133,154,Castanharana vermelha,264,84.03,85,17,1,0.5546,6.6,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588851.304,8894835.994
32,1134,571,Castanharana branca,168,53.48,55,15,1,0.2246,2.3583,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Porta Semente,588817.82,8894859.766
32,1135,369,Marfim,146,46.47,45,13,1,0.1696,1.5436,Agonandra brasiliensis Miers ex Benth,Opiliaceae,,Rara,588809.049,8894853.374
32,1136,75,Bálsamo,127,40.43,45,16,1,0.1284,1.4375,"Myroxylon balsamum (L,) Harms",Fabaceae,,Rara,588798.179,8894852.678
32,1137,154,Castanharana vermelha,198,63.03,65,17,2,0.312,3.7125,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Porta Semente,588794.376,8894830.332
32,1138,434,Ipê amarelo,110,35.01,35,14,1,0.0963,0.9436,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Corte futuro,588773.788,8894841.773
32,1139,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,Proibida,588651.572,8894857.653
32,1140,160,Caucho,139,44.25,45,13,2,0.1538,1.3991,"Castilla ulei Warb,",Moraceae,,APP,588634.662,8894832.577
32,1141,64,Açacu,377,120,125,15,1,1.131,11.8758,"Hura crepitans L,",Euphorbiaceae,,APP,588510.938,8894832.704
32,1142,640,Imbiridiba amarela,173,55.07,55,13,2,0.2382,2.1673,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,APP,588498.004,8894825.887
32,1143,716,Manitê,243,77.35,75,14,2,0.4699,4.605,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Porta Semente,588435.936,8894822.35
32,1144,513,Sumauma branca,471,149.92,145,20,1,1.7654,24.715,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,Explorável,588413.241,8894817.474
32,1145,716,Manitê,171,54.43,55,14,1,0.2327,2.2804,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Porta Semente,588397.591,8894815.668
33,1146,322,Jutaí,118,37.56,35,16,2,0.1108,1.241,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Corte futuro,588392.557,8894771.128
33,1147,467,Pinho cuiabano,130,41.38,45,15,1,0.1345,1.4121,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Corte futuro,588420.72,8894787.585
33,1148,154,Castanharana vermelha,210,66.85,65,17,1,0.3509,4.1761,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588446.491,8894791.794
33,1149,716,Manitê,195,62.07,65,14,1,0.3026,2.9654,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588436.273,8894798.678
33,1150,716,Manitê,287,91.35,95,15,1,0.6555,6.8825,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588475.242,8894785.959
33,1151,246,Figueira,223,70.98,75,13,1,0.3957,3.6012,"Ficus maxima Mill,",Moraceae,,Explorável,588484.581,8894776.853
33,1152,61,Aroeira,140,44.56,45,16,1,0.156,1.7469,Astronium lecointei Ducke,Anacardiaceae,,Corte futuro,588483.51,8894782.334
33,1153,64,Açacu,330,105.04,105,14,1,0.8666,8.4927,"Hura crepitans L,",Euphorbiaceae,,Explorável,588512.062,8894785.35
33,1154,640,Imbiridiba amarela,226,71.94,75,16,3,0.4064,4.5522,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,Oco,APP,588565.682,8894801.846
33,1155,192,Cumaru ferro,305,97.08,95,17,1,0.7403,8.8092,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,APP,588618.193,8894811.699
33,1156,513,Sumauma branca,333,106,105,18,1,0.8824,11.1186,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,Explorável,588643.108,8894792.564
33,1157,168,Cedro rosa,251,79.9,75,13,1,0.5013,4.5622,"Cedrela odorata L,",Meliaceae,,Explorável,588679.093,8894810.725
33,1158,322,Jutaí,197,62.71,65,17,2,0.3088,3.6751,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Porta Semente,588746.678,8894797.426
33,1159,304,Jatobá,210,66.85,65,21,1,0.3509,5.1588,"Hymenaea courbaril L,",Caesalpiniaceae,,Rara,588744.894,8894804.502
33,1160,182,Copaíba,275,87.54,85,15,1,0.6018,6.3189,Copaifera multijuga Hayne,Caesalpiniaceae,,APP,588795.37,8894805.101
33,1161,160,Caucho,150,47.75,45,13,1,0.179,1.6293,"Castilla ulei Warb,",Moraceae,,APP,588794.004,8894802.334
33,1162,157,Catuaba,182,57.93,55,15,2,0.2636,2.7677,"Qualea tessmannii Mildbr,",Vochysiaceae,,APP,588805.948,8894795.131
33,1163,571,Castanharana branca,220,70.03,75,16,1,0.3852,4.3137,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,588833.55,8894830.403
33,1164,640,Imbiridiba amarela,129,41.06,45,12,2,0.1324,1.1124,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,APP,588906.189,8894840.049
34,1165,516,Sumauma preta,181,57.61,55,13,2,0.2607,2.3724,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Porta Semente,588887.242,8894756.217
34,1166,64,Açacu,140,44.56,45,14,1,0.156,1.5285,"Hura crepitans L,",Euphorbiaceae,,Corte futuro,588727.149,8894753.858
34,1167,154,Castanharana vermelha,192,61.12,65,17,2,0.2934,3.4909,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Porta Semente,588704.768,8894749.714
34,1168,640,Imbiridiba amarela,214,68.12,65,13,2,0.3644,3.3163,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,588692.501,8894737.538
34,1169,513,Sumauma branca,189,60.16,65,14,1,0.2843,2.7857,"Ceiba pentandra (L,) Gaertn,",Malvaceae,,Porta Semente,588637.913,8894738.636
34,1170,154,Castanharana vermelha,226,71.94,75,20,1,0.4064,5.6903,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Porta Semente,588488.29,8894738.094
34,1171,154,Castanharana vermelha,204,64.94,65,18,1,0.3312,4.1727,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Porta Semente,588477.385,8894742.143
35,1172,64,Açacu,276,87.85,85,13,1,0.6062,5.5163,"Hura crepitans L,",Euphorbiaceae,,Explorável,588458.502,8894706.849
35,1173,610,Amarelão,152,48.38,45,17,1,0.1839,2.1879,Aspidosperma williamsii Duarte,Apocynaceae,,Corte futuro,588469.394,8894708.824
35,1174,192,Cumaru ferro,308,98.04,95,14,1,0.7549,7.3981,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,APP,588598.789,8894695.087
35,1175,64,Açacu,358,113.95,115,16,1,1.0199,11.4228,"Hura crepitans L,",Euphorbiaceae,,APP,588608.098,8894684.934
35,1176,348,Maçaranduba,163,51.88,55,13,1,0.2114,1.924,"Manilkara bidentata (A, DC,) subsp, surinamensis (Miq,) T, D, Penn",Sapotaceae,,Rara,588653.6,8894702.738
35,1177,64,Açacu,160,50.93,55,14,1,0.2037,1.9964,"Hura crepitans L,",Euphorbiaceae,,Porta Semente,588667.176,8894694.419
35,1178,61,Aroeira,159,50.61,55,19,1,0.2012,2.6757,Astronium lecointei Ducke,Anacardiaceae,,Porta Semente,588696.99,8894694.911
35,1179,516,Sumauma preta,188,59.84,55,13,2,0.2813,2.5595,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588706.003,8894680.199
35,1180,61,Aroeira,128,40.74,45,15,2,0.1304,1.369,Astronium lecointei Ducke,Anacardiaceae,,Corte futuro,588824.59,8894713.255
35,1181,434,Ipê amarelo,196,62.39,65,19,1,0.3057,4.0659,"Tabebuia serratifolia (Vahl) G, Nicholson",Bignoniaceae,,Porta Semente,588907.66,8894709.576
35,1182,640,Imbiridiba amarela,159,50.61,55,14,2,0.2012,1.9716,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Porta Semente,588914.917,8894720.504
35,1183,467,Pinho cuiabano,197,62.71,65,16,2,0.3088,3.4589,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,Porta Semente,588920.753,8894721.221
36,1184,246,Figueira,185,58.89,55,13,1,0.2724,2.4784,"Ficus maxima Mill,",Moraceae,,Porta Semente,588954.65,8894659.829
36,1185,516,Sumauma preta,179,56.98,55,15,2,0.255,2.6772,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Porta Semente,588862.758,8894647.876
36,1186,64,Açacu,159,50.61,55,11,2,0.2012,1.5491,"Hura crepitans L,",Euphorbiaceae,,APP,588789.011,8894643.516
36,1187,640,Imbiridiba amarela,220,70.03,75,13,3,0.3852,3.5049,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,Oco,APP,588711.538,8894666.83
36,1188,394,Mulateiro,143,45.52,45,14,2,0.1627,1.5947,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,APP,588692.983,8894660.536
36,1189,394,Mulateiro,182,57.93,55,15,1,0.2636,2.7677,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,APP,588688.319,8894650.668
36,1190,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,Proibida,588487.937,8894676.581
36,1191,462,Pereiro,192,61.12,65,17,1,0.2934,3.4909,"Aspidosperma macrocarpon Mart,",Apocynaceae,,Rara,588467.386,8894669.449
37,1192,255,Garapeira,201,63.98,65,16,2,0.3215,3.6008,Apuleia molaris Spruce ex Benth,Caesalpiniaceae,,Porta Semente,588469.009,8894596.503
37,1193,182,Copaíba,303,96.45,95,15,1,0.7306,7.6712,Copaifera multijuga Hayne,Caesalpiniaceae,,Explorável,588464.469,8894614.773
37,1194,640,Imbiridiba amarela,176,56.02,55,14,1,0.2465,2.4157,"Terminalia amazonica (J, F, Gmel,) Exell",Combretaceae,,Explorável,588501.331,8894620.012
37,1195,154,Castanharana vermelha,229,72.89,75,19,1,0.4173,5.5503,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588500.576,8894622.906
37,1196,64,Açacu,275,87.54,85,12,2,0.6018,5.0552,"Hura crepitans L,",Euphorbiaceae,,Porta Semente,588501.022,8894576.35
37,1197,264,Guariúba,180,57.3,55,13,1,0.2578,2.3463,"Clarisia racemosa Ruiz & Pav,",Moraceae,,Rara,588567.547,8894576.475
37,1198,170,Cerejeira,197,62.71,65,10,1,0.3088,2.1618,"Amburana acreana (Ducke) A, C, Sm,",Fabaceae,,APP,588581.887,8894587.561
37,1199,577,Marfim roxo,197,62.71,65,10,1,0.3088,2.1618,"Aspidosperma desmanthum Benth, ex M³ll, Arg,",Apocynaceae,,APP,588626.372,8894580.297
37,1200,516,Sumauma preta,251,79.9,75,14,2,0.5013,4.9132,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,588645.144,8894600.169
37,1201,516,Sumauma preta,324,103.13,105,14,2,0.8354,8.1867,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,588771.975,8894605.029
37,1202,160,Caucho,110,35.01,35,11,1,0.0963,0.7414,"Castilla ulei Warb,",Moraceae,,APP,588823.88,8894607.571
37,1203,528,Tamarina,163,51.88,55,15,1,0.2114,2.22,"Dialium guianense (Aubl,) Sandwith",Caesalpiniaceae,,APP,588856.835,8894607.75
37,1204,322,Jutaí,146,46.47,45,16,1,0.1696,1.8998,Hymenaea oblongifolia Huber,Caesalpiniaceae,,APP,588893.894,8894618.243
38,1205,64,Açacu,360,114.59,115,15,1,1.0313,10.8289,"Hura crepitans L,",Euphorbiaceae,,APP,588876.187,8894594.393
38,1206,467,Pinho cuiabano,207,65.89,65,16,2,0.341,3.819,"Schizolobium amazonicum Huber ex Ducke,",Caesalpiniaceae,,APP,588735.485,8894564.088
38,1207,160,Caucho,137,43.61,45,10,1,0.1494,1.0455,"Castilla ulei Warb,",Moraceae,,Corte futuro,588628.354,8894537.918
38,1208,263,Guaribeiro,128,40.74,45,17,1,0.1304,1.5515,"Phyllocarpus riedelii Tul,",Caesalpiniaceae,,Corte futuro,588560.859,8894561.745
38,1209,192,Cumaru ferro,314,99.95,95,18,1,0.7846,9.886,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,Explorável,588525.888,8894555.816
38,1210,505,Seringueira,,,#VALUE!,,,,,"Hevea brasiliensis (Willd, ex A, Juss) M³ll, Arg",Euphorbiaceae,,Proibida,588470.366,8894524.078
39,1211,516,Sumauma preta,258,82.12,85,16,2,0.5297,5.9326,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Explorável,588426.186,8894483.137
39,1212,64,Açacu,317,100.9,105,14,1,0.7997,7.8367,"Hura crepitans L,",Euphorbiaceae,,Explorável,588438.585,8894485.702
39,1213,160,Caucho,141,44.88,45,13,1,0.1582,1.4397,"Castilla ulei Warb,",Moraceae,,Corte futuro,588460.845,8894492.775
39,1214,716,Manitê,232,73.85,75,16,1,0.4283,4.7972,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588480.166,8894500.642
39,1215,571,Castanharana branca,346,110.14,115,21,1,0.9527,14.0042,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Explorável,588523.262,8894489.193
39,1216,154,Castanharana vermelha,226,71.94,75,18,1,0.4064,5.1213,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588550.871,8894504.798
39,1217,168,Cedro rosa,195,62.07,65,14,1,0.3026,2.9654,"Cedrela odorata L,",Meliaceae,,Explorável,588560.457,8894491.131
39,1218,168,Cedro rosa,167,53.16,55,13,1,0.2219,2.0196,"Cedrela odorata L,",Meliaceae,,Porta Semente,588586.525,8894496.953
39,1219,322,Jutaí,153,48.7,45,14,1,0.1863,1.8256,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Corte futuro,588580.781,8894510.851
39,1220,716,Manitê,254,80.85,85,16,1,0.5134,5.7501,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588590.049,8894525.249
39,1221,40,Angelim,217,69.07,65,13,2,0.3747,3.41,Hymenolobium excelsum Ducke,Fabaceae,,Rara,588602.309,8894474.615
39,1222,322,Jutaí,229,72.89,75,16,1,0.4173,4.6739,Hymenaea oblongifolia Huber,Caesalpiniaceae,,Porta Semente,588613.257,8894480.825
39,1223,516,Sumauma preta,198,63.03,65,13,2,0.312,2.839,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,Porta Semente,588638.405,8894455.554
39,1224,64,Açacu,123,39.15,35,11,2,0.1204,0.927,"Hura crepitans L,",Euphorbiaceae,,Corte futuro,588652.659,8894491.387
39,1225,64,Açacu,297,94.54,95,16,1,0.7019,7.8618,"Hura crepitans L,",Euphorbiaceae,,APP,588739.795,8894474.787
39,1226,157,Catuaba,239,76.08,75,15,2,0.4546,4.7728,"Qualea tessmannii Mildbr,",Vochysiaceae,,APP,588755.082,8894478.281
39,1227,516,Sumauma preta,232,73.85,75,13,1,0.4283,3.8977,"Ceiba samauma (Mart,) K, Schum,",Malvaceae,,APP,588762.918,8894485.63
39,1228,394,Mulateiro,174,55.39,55,15,1,0.2409,2.5298,"Calycophyllum spruceanum (Benth,) K, Schum,",Rubiaceae,,Porta Semente,588785.06,8894504.761
39,1229,9,Abiurana vermelha,176,56.02,55,15,1,0.2465,2.5882,"Pouteria torta (Mart,) Radlk, subsp, tuberculata (Sleumer) T, D, Penn",Sapotaceae,,Porta Semente,588820.399,8894499.53
39,1230,571,Castanharana branca,160,50.93,55,16,1,0.2037,2.2816,"Eschweilera juruensis R, Knuth",Lecythidaceae,,Porta Semente,588819.353,8894511.22
39,1231,61,Aroeira,133,42.34,45,17,1,0.1408,1.6751,Astronium lecointei Ducke,Anacardiaceae,,APP,588946.944,8894500.229
39,1232,154,Castanharana vermelha,210,66.85,65,18,1,0.3509,4.4218,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,APP,588959.734,8894500.606
39,1233,192,Cumaru ferro,346,110.14,115,20,1,0.9527,13.3374,"Dipteryx odorata (Aubl,) Willd,",Fabaceae,,APP,588951.89,8894486.482
40,1234,154,Castanharana vermelha,210,66.85,65,19,1,0.3509,4.6675,"Eschweilera odora (Poepp, Ex Berg,) Miers",Lecythidaceae,,Explorável,588930.794,8894466.922
40,1235,155,Castanheira,,,#VALUE!,,,,,"Bertholletia excelsa Kunth,",Lecythidaceae,,Proibida,588909.179,8894456.502
40,1236,716,Manitê,223,70.98,75,14,1,0.3957,3.8782,"Brosimum alicastrum Sw, subsp, bolivarense (Pittier) C, C, Berg",Moraceae,,Explorável,588862.961,8894495.153
